Isbn,Name,Stars,Title,Date,Description
0743454553,Jana L.Perskie,3.0,"3.0 out of 5 stars
""Recollections are in the eyes of the beholder.""",29/03/2005,"Cordelia Hopkins makes a living finding lost people. She and her beautiful bloodhound, Greta, have a terrific track record for leading successful search-and-rescue missions. They're very good at what they do. As ""Vanishing Acts"" progresses, it becomes obvious that Delia has had an unusually intense interest in loss, of both people and memory, stemming from her third year of life.Raised by her warm and loving father, Andrew, Delia had as happy a childhood as anyone could wish for. Her dad, a widower, was always right there for her. She could talk to him about anything...and she still can, she believes. Sometimes, she would think about what it would be like to have a mother and fantasize about meeting her in heaven. Her mom died in a car crash when she was a small child. On the other hand, it seems to Cordelia that she and her father have lived forever in the same cozy house in rural New Hampshire, just the two of them. He has run a local senior center there for as long as she can remember, and has always been active in community affairs. Although she has vague memories of a woman who smelled of vanilla and apples, Delia remembers almost nothing of her life prior to Wexton, NH.Her two next door neighbors are her two best friends and have been for most of her thirty-two years. She grew up with both of them. Eric Talcott, her fiance, is the father of her pre-school daughter, Sophie. They are in the process of planning their wedding. Fitzwilliam MacMurray, (Fitz), formed the other part of their triumvirate from the time they were little kids. They were a ""fungible"" trio, as Fitz once put it. In high school, when Eric and Delia fell in love, the three-way friendship continued and still does, years later.  Eric is now a lawyer, and Fitz a journalist.As Sophie grows from a toddler to little girl, Delia begins to remember more about her own life at her daughter's age. Images, sounds, the feel of the sun on her head, bring back fragmented memories from another time - people, voices and a place she just cannot identify. Then one evening a policeman knocks on the door with a warrant for her father's arrest, and her life and world are turned upside down.""Vanishing Act"" is written in the first person by each of five main characters: Delia, Andrew, Eric, Fitz, and  Elise. Each point of view provides part of the puzzle that is the history of the Hopkins' family. I am a big fan of the author's and have never disliked any of her novels. There are some books by Jodi Picoult which I love, and others I would prefer not to read twice. ""Vanishing Acts"" is in the latter category, and is probably the book I like least by Ms. Picoult. The narrative feels forced, even erratic at times, and disturbs the natural flow which usually marks the author's work. She has added unwarranted drama, which fits neither the storyline nor the characters. There are scenes from prison life that, although fascinating, are tremendously distracting and excessively violent - to no purpose. Certain characters, dialogue and scenarios are just out of place and make an otherwise believable plot incredible. Unnecessary touches, like change of font and the use of boldface type to distinguish between characters' stories and chapters, are also awkward. It is as if the author could not count on the strength of her plot and storytelling ability to sustain the novel, and needed to go for the artsy effect to provide a worthy result.On the other hand, there are people who surface here, like the Native American woman, Ruthann, who is a jewel of a character - and a prime example of what Jodi Picoult fans look for when we purchase her novels without a second's thought. I am glad I read the book. I would have been sorry to miss it. However, read parts of it in a bookstore before you decide to make a purchase. Otherwise, wait for it to come out in paperback or go to the library.JANA"
0743454553,Jeanne Anderson,4.0,"4.0 out of 5 stars
Love this Author",03/04/2005,"Once again Jodi Picoult does not disappoint me.  She can write about real life family situations with such a reality you feel the characters.This about a child who is ""kidnapped"" by her father and does not know about it until 28 years later when he is arrested for the crime.It delves into her life now, before and after.  There are so many lies and situations that are hard to comprehend.Ms Picoult writes from everybodys perspective.  The daughter, father, mother, lawyer, boyfriend,lover, grandchild. They all play a part and have their story.  You learn about the courtroom procedure and how one survives prison and many other unbelievable and real situations.Once again, I loved a Jodi Picoult book.  I only wish there had been a little less written about the Indian lady Delia meets in Arizona.  5 stars for the rest!!!!!"
0743454553,mrsrich,5.0,"5.0 out of 5 stars
Jodi does it again!",20/09/2023,One of my favorite authors of all time. I have read this book before many years ago so I didn’t remember a lot. But it was such a great read!
0743454553,Amazon Customer,5.0,"5.0 out of 5 stars
Jodi Picoult does it again!",27/09/2023,"I always know when I pick up Picoult I’m in for a good read, this one really kept me on my toes. I loved it!"
0743454553,Phyllis,3.0,"3.0 out of 5 stars
Dark and Depressing",14/10/2023,This book is a heavy read with too many trails to go down and too much to absorb.  The ending is as heavy and the beginning.
0743454553,Janie,3.0,"3.0 out of 5 stars
Good Story Line",28/06/2013,"I really liked the story line of this novel. I think Jodi Picoult takes controversial issues and attacks them from all angles. In this case, the reasons a father would kidnap his daughter from her custodial mother and then change their identities and keep it a secret from her for 28 years. I feel kind of bad criticizing the author, but I have noticed that of the Jodi Picoult novels I've read, her style almost never changes.  She duplicates names from novel to novel - for example, how many people named ""Fitz"" have you ever met, yet I've come across characters in two of her books with that name.  And the fact that she tells the story from up to 6 different characters point of view (each character's narration is a different typeface also) and it tends to be confusing. Jodi is a very intelligent woman (just read her bio) who has a masters degree and has been educated at the likes of Harvard and Princeton - which is great, but I tend to zone out sometimes because I don't always understand what she is talking about.  Her characters tend to have unusual hobbies and she goes into detail explaining what they're thinking (such as how stars come to be or what the Greek gods have done or in one case, the history of the Hopi Indians) which usually has little to do with the story line.  Also, she tends to make the characters a bit unreal by having them always say things that are really out there (an example is when Delia's thoughts were something to the effect of if she touched the sky and the desert with a pin, the air would be let out of everything in the world - what????!!!!)  None of these things would keep from reading Jodi's books and they may not even bother other readers.  I read a lot of books by a lot of authors, and it's hard not to compare the styles that you may like better or form your own opinions about the stories or authors.  All in all, I would recommend this book.  It was a good read, and as always, these are my own opinions and you may think differently."
0743454553,Nick Dunn,5.0,"5.0 out of 5 stars
oh? my?",19/09/2023,Different points of view. What May be truth to one person may be a lie to another.  Need a Solomon to decide.
0743454553,JAD,5.0,"5.0 out of 5 stars
Great read",14/09/2023,"This is a good book and it was over too fast.Picoult is a very good author, I haven't been disappointed yet."
0743454553,Kindle Customer,5.0,"5.0 out of 5 stars
Mesmerizing!!!",25/08/2023,Kept me guessing right up to the end.  I can't tell how I hardly couldn't put the book down until the end which didn't disappoint.  Jodi Picoult at her very best.
0743454553,Amazon Customer,5.0,"5.0 out of 5 stars
Great…",05/09/2023,As always the story line was great. I did take my time reading this one because I didn’t want it to end
0743454553,papalouio,5.0,"5.0 out of 5 stars
love Jodi",16/08/2023,She has been my favorite fit many years. This one doesn’t disappoint. Can’t wait for the next one. Always learn a thing or two!
0743454553,gailcnh,1.0,"1.0 out of 5 stars
Wish I could rate NO stars",08/08/2010,"The most frustrating thing to me about Jodi Picoult is how she comes up with such great concepts, and has a basically nice writing style that is easy to get hooked into. Then she proceeds to throw in everything but the kitchen sink, trying to show us how clever she is, how much research she's done, how many characters she can juggle and have them all somehow magically provide just the perfect insight to one another that they needed. I've now read several of her books, because I keep wanting to give her another chance, but this is it for me.Here are some of the worst faults of this book: First off, the use of alternating points of view, complete with different fonts as a visual aid. But then the voices themselves are all completely identical - the overly poetic, self-important voice of the all-knowing writer. Why bother to use this device at all if you can't make it more convincing that we're actually getting inside the heads of the different characters?Then, the excessively long sections about life in prison, complete with gangs, nicknames, ridiculous Latino and Black dialogue, and jailhouse poetry... oh, come ON!! I was actually embarrassed for Picoult the first time that awful rap appeared, and then she just couldn't help herself, she did it again. I literally could not bring myself to read more than a few lines, and finally just had to skip the rest of the prison sections altogether.***SPOILERS***Just when I'd had about enough of the quirky Native American neighbor, Ruthann, she actually takes Delia and Sophie off on a road trip with her to the Hopi Reservation. And when she jumps to her death from the ancient cliff dwellings, we get Delia, in her rampant conceit, believing that Ruthann purposely brought her along because she knew Delia and her bloodhound would be able to track her and somehow 'bear witness' to her suicide.Then, oops! Eric starts drinking again, and Delia falls into bed with Fritz (except it's the back seat of her car, just emphasizing how adolescent this whole triangle really is). But WAIT! Eric is actually okay with it, but still somehow expects Delia to come back to him when he gets straightened out, yet again.Finally, there it is, the characteristic Picoult twist at the end: Andrew drops the bombshell in court that Victor was abusing his daughter... no wait! It's a double twist! Delia starts to remember the abuse herself... no, it's a triple twist!... Andrew admits to her that he might not have even seen anything at all, but only convinced himself of it based on his suspicions...I could go on and on, there is so much to dislike about this book. Just read all of the other 1-star reviews, I agree with everything they said!"
0743454553,Rene,5.0,"5.0 out of 5 stars
Exquisite Writing",29/05/2023,"No detail too small.  Human characters.  Lush layers of storyline.  Deep, thought provoking while being an enjoyable read.  Loved it."
0743454553,M. Brown,3.0,"3.0 out of 5 stars
Meh",08/04/2023,This is the first book by Ms. Picoult that I did not care for. Unrealistic/improbable story lines and an abrupt conclusion.
0743454553,JoyceZ,4.0,"4.0 out of 5 stars
Raises Many Issues, Legal and Moral",16/03/2020,I just read some past reviews of this book which were pretty scathing.  I can’t believe we read the same book. I can overlook flaws in writing if the story and characters grab me.Yes the story was a little disjointed and perhaps padded with extraneous sections. But I think the author was making a point about prison conditions although Andrew did take on Walter White qualities. But you do what you have to in order to survive. I found the Hopi culture sections interesting. Author also making a statement on repressed memory.
0743454553,D.C.R.,4.0,"4.0 out of 5 stars
Pretty Good... First timer",02/03/2006,"I definitely think that Jodi Picolt is an amazing and inspirational author.  Her writing is so vivid and her characters come alive.  Vanishing Acts is the first book that I've read by Picolt and I have to say it will not be the last.  While it seems at times that the story is in different places and all over, it all comes together at the end.  My only thing is that I like closure - since it is a novel and I won't ever get to know how the story really ends!  No spoilers here, but I wish I knew a little bit more of what really happens to everyone after all is said and done."
